age,age error,proxy,proxyerror,proxyname,researchername,proxytype,comments
1988.25,0.625,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1985.166667,0.666667,295,288.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1983.409091,0.613636,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1982.5,1.125,325,318.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1979.9,1.1,570,395,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1977,1.25,297,291,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1975.5,1.1,1578,773,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1973.277778,1.0555555,2042,895.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1972,1.0833335,283,277,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1970.625,1.0625,1646,721.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1968.333333,1.083333,1008,493.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1967.045455,0.7954545,264,258.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1966.214286,0.5357145,956,468.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1965.5,0.5833335,323,317,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1963.75,0.525,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1963.291667,0.5208335,797,552,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1962.272727,0.522727,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1961.818182,0.5227275,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1960.75,0.625,649,449.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1959.75,0.5416665,416,407.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1958.333333,0.583333,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1956.875,0.5625,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1955.5,0.5172415,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1955.155172,0.517241,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1954.810345,0.5172415,1331,753,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1954.166667,0.5416665,1345,659,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1953,0.28125,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1952.5,0.5,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1950.3,0.3,329,321.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1949.166667,0.3333335,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1947.833333,0.3055555,930,526.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1946.722222,0.3055555,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1945.3,0.35,304,297.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1942.333333,0.7083335,854,483.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1939.02381,1.5238095,535,524,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1937.769231,2.019231,351,344.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1936.266667,2.016667,920,637.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1934.961538,2.0384615,467,457.5,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1931.875,2.0208335,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1929.75,2.025,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1928.34375,2.015625,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1925.287234,2.0106385,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1923.372093,2.005814,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1922.674419,2.005814,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1921.236842,2.0263155,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1918.15,2.025,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1915.366667,2.0333335,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1912.978261,2.021739,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1909.375,3.03125,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1907.289474,3.0052635,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1906.657895,3.0052635,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1904.833333,3.0138885,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1903.520408,3.010204,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1901.685185,3.0185185,0,0,3.stegner_SCP_JRBP2018VC01B,3_stegner,scp,
1996.5,1.5,0.0008507216,0.0002141404,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1990.5,1.5,0.0007980891,0.0002144106,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1984.5,1.5,0.0010714644,0.0002302528,4.mccarthy_239240Pu_combined,4_mccarthy,pu,ages are mean of intervals and errors are distance of the boundary to the mean
1978.5,1.5,0.0021118365,0.0003812102,4.mccarthy_239240Pu_combined,4_mccarthy,pu,ages are corrected by adding 1 year as explained In McCarthy et al.(2024)
1973.5,0.5,0.0032224037,0.000425636,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1971.5,0.5,0.0042481595,0.000518998,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1966.5,1.5,0.0178030528,0.0019602867,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1960.5,1.5,0.0140297816,0.0015361676,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1957.5,0.5,0.0138845468,0.0015139098,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1952.5,1.5,0.0047627368,0.000556516,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1947.5,0.5,0.0011572504,0.0002067649,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1944.5,1.5,0.0003400257,0.0000920726,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1941.5,0.5,0.000192722,0.0000711453,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1939.5,0.5,0.000117871,0.0000515952,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1935.5,0.5,0.0003770624,0.0000896349,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA19-2FT-D1
1949.5,0.5,0.0006,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1950.5,0.5,0.0011,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1951.5,0.5,0.0005,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,"ages are added 0.5 years, to represent the year"
1952.5,0.5,0.0036,0.0002,4.mccarthy_239240Pu_combined,4_mccarthy,pu,age errors are given 0.5
1953.5,0.5,0.0059,0.0002,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1954.5,0.5,0.0088,0.0003,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1955.5,0.5,0.0094,0.0005,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1956.5,0.5,0.0144,0.0005,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1957.5,0.5,0.0123,0.0006,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1958.5,0.5,0.0132,0.0007,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1959.5,0.5,0.0137,0.0004,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1960.5,0.5,0.0104,0.0006,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1961.5,0.5,0.0175,0.0008,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1962.5,0.5,0.0278,0.0013,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1963.5,0.5,0.0299,0.0017,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1964.5,0.5,0.0278,0.001,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1965.5,0.5,0.026,0.001,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1966.5,0.5,0.0211,0.0004,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA23-BC-1F-A
1909.5,2.5,0.0001,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1927.5,2.5,0.0001,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,ages are mean of intervals and errors are distance of the boundary to the mean
1936.5,1.5,0.0001,NA,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1950.5,1.5,0.0007,0.0002,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1957.5,2.5,0.0143,0.0016,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1967.5,2.5,0.0102,0.0013,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1979,2,0.0045,0.0006,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1985.5,2.5,0.0022,0.0003,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1999.5,2.5,0.0006,0.0002,4.mccarthy_239240Pu_combined,4_mccarthy,pu,CRA22-1FT-3
1997.5,2.5,1701,292.558209325613,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,ages are mean of intervals and errors are distance of the boundary to the mean
1992.5,1.5,2102,221.352018195484,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,measurement s.d.= (U-L)/(2*1.645)
1990,1,2184,250.357936172453,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1986.5,2.5,2241,278.337016117098,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1981.5,1.5,6793,572.331506429082,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1979,1,2265,259.739004516866,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1977,1,3744,382.504806715073,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1975,1,5178,465.001391424806,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1972.5,1.5,5658,442.581879811257,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1969.5,1.5,4962,406.045350657577,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1966.5,1,8410,531.080145365477,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1964,1,9322,591.997908322634,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1962,1,7725,589.204125723416,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1960,1,10520,709.625128019645,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1957,1,7906,551.225748345254,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1954,1,17201,1242.69399614462,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1951,1,3836,404.021085651925,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1948,1,1933,364.073287693898,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1945,1,1418,267.174502497298,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1942,1,1829,487.244870610747,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1939,1,838,203.919654815925,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1935,2,328,112.663654763517,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1928.5,1.5,783,233.310357104039,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1919.5,1.5,307,129.240776121228,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1910.5,1.5,107,64.0220271254536,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1906.5,1.5,216,90.8168919707373,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1901,1,405,120.702773541794,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1899.5,1.5,0,0,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1896,1,252,106.215760773705,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1892.5,1.5,168,100.164116883565,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1881.5,1.5,0,0,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1877.5,1.5,0,0,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1874,1,190,80.0702078301122,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1871,1,100,59.3108768394101,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1867.5,1.5,245,103.237449099252,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1863,2,0,0,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1851,1,0,0,4.mccarthy_SCP_CRA192FTB2,4_mccarthy,scp,
1976.5,1.5,1.4331,0.0042,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,ages are mean of intervals and errors are distance of the boundary to the mean
1966,1,1.0825,0.0031,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,
1959,1,1.0493,0.003,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,
1952.5,0.5,0.8883,0.0025,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,
1949.5,1.5,0.8658,0.0025,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,
1935,2,0.8643,0.0026,4.mccarthy_F14C_CRA191FRA,4_mccarthy,f14c,
2020.1,0,0.97,0.14,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2018.6,0,1,0.12,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2016.8,0,0.98,0.12,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2014.6,0,1.07,0.09,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2012.4,0,1.18,0.09,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2010.1,0,0.97,0.16,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2008.5,0,0.83,0.11,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2005.5,0,0.85,0.08,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2001.8,0,0.94,0.08,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1998.9,0,1.1,0.15,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1996.8,0,1.36,0.14,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1994.8,0,1.49,0.23,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1992.9,0,1.65,0.25,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1990.5,0,2.1,0.18,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1988.7,0,2.28,0.13,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1986.9,0,2.07,0.16,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1984.7,0,1.77,0.15,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1982.4,0,1.78,0.15,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1979.4,0,2.72,0.23,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1977.7,0,3.83,0.14,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1976,0,5.49,0.64,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1974,0,7.36,0.51,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1971.8,0,10.32,0.44,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1969.6,0,14.51,0.7,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1968.2,0,19.04,0.61,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1966.7,0,26.18,0.86,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1965,0,38.35,0.84,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1963.9,0,41.3,1.11,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1962.8,0,46.89,1.39,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1960.6,0,43.1,1.57,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1958.6,0,29.77,1.16,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1956.6,0,22.85,0.89,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1952.7,0,11.49,0.29,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1947.6,3,3.38,0.14,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1945.3,3,3.94,0.19,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1942.3,3,1.72,0.09,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1939.4,3,1.51,0.25,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1937,3,0.91,0.08,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1934.4,3,0.83,0.1,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1931.9,3,0.81,0.07,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1929.8,3,0.67,0.07,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1927.7,3,0.7,0.06,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1925,3,0.62,0.07,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1922.8,3,0.67,0.07,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1918.8,3,0.52,0.08,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1916.5,3,0.54,0.03,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1913.6,3,0.57,0.05,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1908.6,3,0.62,0.06,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1904.4,3,0.35,0.04,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1902.7,3,0.31,0.09,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1900.6,3,0.29,0.05,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1898,3,0.31,0.04,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1895.3,3,0.35,0.06,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1892.9,3,0.24,0.07,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1890.9,3,0.28,0.05,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1887.7,3,0.22,0.02,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1882.8,3,0.24,0.04,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1878.1,3,0.17,0.03,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1873.3,3,0.18,0.02,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1868.2,3,0.16,0.02,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1862.4,3,0.16,0.02,5.han_239240Pu_SHLW21Fr13,5_han,pu,
1858.1,3,0.15,0.01,5.han_239240Pu_SHLW21Fr13,5_han,pu,
2018.1,0,648,64.8,5.han_SCP_SHLW21Fr1,5_han,scp,measurement errors 10% according to Rose 2008
2016.4,0,3123,312.3,5.han_SCP_SHLW21Fr1,5_han,scp,
2012.7,0,1218,121.8,5.han_SCP_SHLW21Fr1,5_han,scp,
2010,0,2430,243,5.han_SCP_SHLW21Fr1,5_han,scp,
2006.9,0,2848,284.8,5.han_SCP_SHLW21Fr1,5_han,scp,
2003.7,0,5333,533.3,5.han_SCP_SHLW21Fr1,5_han,scp,
2000.3,0,3941,394.1,5.han_SCP_SHLW21Fr1,5_han,scp,
1995.7,0,6402,640.2,5.han_SCP_SHLW21Fr1,5_han,scp,
1991.4,0,8558,855.8,5.han_SCP_SHLW21Fr1,5_han,scp,
1984.9,0,5378,537.8,5.han_SCP_SHLW21Fr1,5_han,scp,
1980.5,0,6518,651.8,5.han_SCP_SHLW21Fr1,5_han,scp,
1977.6,0,3246,324.6,5.han_SCP_SHLW21Fr1,5_han,scp,
1975.3,0,4840,484,5.han_SCP_SHLW21Fr1,5_han,scp,
1972.4,0,6747,674.7,5.han_SCP_SHLW21Fr1,5_han,scp,
1970.1,0,3020,302,5.han_SCP_SHLW21Fr1,5_han,scp,
1967.1,0,3593,359.3,5.han_SCP_SHLW21Fr1,5_han,scp,
1963,0,920,92,5.han_SCP_SHLW21Fr1,5_han,scp,
1959.7,0,1532,153.2,5.han_SCP_SHLW21Fr1,5_han,scp,
1955.2,0,683,68.3,5.han_SCP_SHLW21Fr1,5_han,scp,
1950.1,0,189,18.9,5.han_SCP_SHLW21Fr1,5_han,scp,
1945.3,3,247,24.7,5.han_SCP_SHLW21Fr1,5_han,scp,
1940.8,3,155,15.5,5.han_SCP_SHLW21Fr1,5_han,scp,
1936.9,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1932.3,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1928.4,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1921.9,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1917.7,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1913.2,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1908.7,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1903.8,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1897.9,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1892.9,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1888.8,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1884.9,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1882.6,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1878.4,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1873.5,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1868.2,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1863.5,3,0,0,5.han_SCP_SHLW21Fr1,5_han,scp,
1980,1,0.0000965733,0.000052,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1966,1,0.00016156,0.000049,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1964,1,0.0000523847,0.00003,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1962,1,0.00005905,0.000025,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1960,1,0.000171002,0.000059,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1958,1,0.000123181,0.000038,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1956,1,0.0000600644,0.000038,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1954,1,0.000117438,0.000038,6.zinke_239240Pu_FLI01A,6_zinke,pu,
1940,1,0.000059096,NA,6.zinke_239240Pu_FLI01A,6_zinke,pu,
2010,1,1.062,0.00284518,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
2000,1,1.093,0.00291974,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1990,1,1.112,0.00296684,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1979,1,1.137,0.00302126,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1975,1,1.134,0.00301642,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1970,1,1.11,0.00295585,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1967,1,1.085,0.0028963,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1966,1,1.062,0.00285552,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1965,1,1.055,0.00283608,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1964,1,1.034,0.00278597,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1963,1,1.004,0.00271671,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1962,1,0.99,0.00268168,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1961,1,0.982,0.00267451,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1960,1,0.973,0.00264222,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1959,1,0.96,0.00403187,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1958,1,0.951,0.00262333,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1957,1,0.946,0.00259088,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1953,1,0.951,0.00433469,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1952,1,0.943,0.00257767,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1951,1,0.947,0.00258471,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1950,1,0.948,0.00259139,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1945,1,0.947,0.00260118,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1940,1,0.946,0.00258213,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1935,1,0.95,0.00259699,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1930,1,0.947,0.00258694,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
2000,0,0.108,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1980,0,0.188,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1970,0,0.138,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1966,0,0.114,0.068,7.delong_239240Pu_05WFGB3,7_delong,pu,
1964,0,0.336,0.141,7.delong_239240Pu_05WFGB3,7_delong,pu,
1962,0,0.184,0.072,7.delong_239240Pu_05WFGB3,7_delong,pu,
1960,0,0.145,0.077,7.delong_239240Pu_05WFGB3,7_delong,pu,
1958,0,0.198,0.103,7.delong_239240Pu_05WFGB3,7_delong,pu,
1956,0,0.225,0.112,7.delong_239240Pu_05WFGB3,7_delong,pu,
1954,0,0.14,0.083,7.delong_239240Pu_05WFGB3,7_delong,pu,
1952,0,0.088,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,Age error based on the conclusion
1950,0,0.092,0.044,7.delong_239240Pu_05WFGB3,7_delong,pu,
1945,0,0.139,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1936,0,0.085,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
2005,0,1.083,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
2004,0,1.085,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
2000,0,1.097,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1999,0,1.095,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1990,0,1.117,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1980,0,1.144,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,Age error based on the conclusion
1975,0,1.166,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1970,0,1.173,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1967,0,1.146,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1966,0,1.137,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
